iid,id,wave,pid,age,amb1_1,amb2_1,amb3_1,art,attr1_1,attr2_1,attr3_1,career_c,clubbing,concerts,date,dining,exercise,exphappy,field_cd,fun1_1,fun2_1,fun3_1,gaming,gender,go_out,goal,hiking,imprace,imprelig,intel1_1,intel2_1,intel3_1,movies,museums,music,race,reading,shar1_1,shar2_1,shopping,sinc1_1,sinc2_1,sinc3_1,sports,theater,tv,tvsports,yoga,dec,match
101,101,4,81,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,82,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,83,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,84,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,85,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,86,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,87,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,0,0
101,101,4,88,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,0,0
101,101,4,89,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,0,0
101,101,4,90,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,91,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,92,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
101,101,4,93,22.0,10.0,10.0,9.0,9.0,40.0,20.0,8.0,7.0,9.0,7.0,4.0,9.0,7.0,7.0,8.0,12.0,30.0,8.0,8.0,1.0,3.0,3.0,8.0,3.0,2.0,10.0,10.0,9.0,8.0,9.0,8.0,4.0,8.0,20.0,20.0,8.0,8.0,10.0,8.0,9.0,9.0,7.0,9.0,4.0,1,0
102,102,4,76,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,77,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,0,0
102,102,4,78,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,0,0
102,102,4,79,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,0,0
102,102,4,80,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,1
102,102,4,81,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,82,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,83,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,84,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,85,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,0,0
102,102,4,86,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,87,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,88,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,0,0
102,102,4,89,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,0,0
102,102,4,90,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,0,0
102,102,4,91,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,92,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
102,102,4,93,32.0,10.0,10.0,9.0,4.0,30.0,10.0,8.0,2.0,5.0,3.0,4.0,9.0,9.0,6.0,10.0,20.0,30.0,7.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,30.0,20.0,10.0,9.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0,10.0,30.0,5.0,9.0,4.0,4.0,9.0,2.0,1,0
103,103,4,76,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,77,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,78,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,79,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,80,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,81,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,1,0
103,103,4,82,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,83,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,1,0
103,103,4,84,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,85,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,86,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,87,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,1,0
103,103,4,88,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,89,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,1,0
103,103,4,90,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,91,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,1,1
103,103,4,92,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
103,103,4,93,26.0,10.0,15.0,9.0,4.0,40.0,40.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,6.0,8.0,10.0,20.0,8.0,5.0,1.0,1.0,2.0,8.0,8.0,9.0,20.0,10.0,9.0,8.0,6.0,8.0,2.0,8.0,15.0,10.0,6.0,5.0,5.0,8.0,8.0,5.0,8.0,7.0,3.0,0,0
104,104,4,76,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,77,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,78,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,79,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,1,1
104,104,4,80,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,81,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,1,1
104,104,4,82,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,1,0
104,104,4,83,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,1,0
104,104,4,84,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,85,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,86,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,1,1
104,104,4,87,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,88,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,89,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,1,1
104,104,4,90,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,91,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,0,0
104,104,4,92,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,1,0
104,104,4,93,27.0,20.0,15.0,9.0,8.0,20.0,15.0,9.0,2.0,8.0,6.0,5.0,9.0,8.0,8.0,10.0,15.0,20.0,7.0,5.0,1.0,3.0,2.0,9.0,6.0,8.0,25.0,20.0,9.0,7.0,8.0,8.0,2.0,7.0,5.0,10.0,3.0,15.0,20.0,8.0,8.0,8.0,3.0,3.0,7.0,1,1
105,105,4,76,25.0,0.0,10.0,6.0,5.0,30.0,25.0,8.0,1.0,7.0,4.0,7.0,8.0,6.0,5.0,1.0,20.0,15.0,9.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,20.0,20.0,8.0,7.0,5.0,7.0,1.0,8.0,5.0,15.0,5.0,15.0,15.0,7.0,9.0,6.0,6.0,9.0,5.0,1,1
105,105,4,77,25.0,0.0,10.0,6.0,5.0,30.0,25.0,8.0,1.0,7.0,4.0,7.0,8.0,6.0,5.0,1.0,20.0,15.0,9.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,20.0,20.0,8.0,7.0,5.0,7.0,1.0,8.0,5.0,15.0,5.0,15.0,15.0,7.0,9.0,6.0,6.0,9.0,5.0,1,1
105,105,4,78,25.0,0.0,10.0,6.0,5.0,30.0,25.0,8.0,1.0,7.0,4.0,7.0,8.0,6.0,5.0,1.0,20.0,15.0,9.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,20.0,20.0,8.0,7.0,5.0,7.0,1.0,8.0,5.0,15.0,5.0,15.0,15.0,7.0,9.0,6.0,6.0,9.0,5.0,0,0
105,105,4,79,25.0,0.0,10.0,6.0,5.0,30.0,25.0,8.0,1.0,7.0,4.0,7.0,8.0,6.0,5.0,1.0,20.0,15.0,9.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,20.0,20.0,8.0,7.0,5.0,7.0,1.0,8.0,5.0,15.0,5.0,15.0,15.0,7.0,9.0,6.0,6.0,9.0,5.0,0,0
